0,1,2
nate-adams,The Craft: Legacy,40
nate-adams,The Empty Man,32
nate-adams,Over the Moon,71
nate-adams,Bruce Springsteen's Letter to You,79
nate-adams,Bad Hair,63
nate-adams,The Witches,40
nate-adams,Borat: Subsequent Moviefilm,71
nate-adams,White Noise,79
nate-adams,Rebecca,63
nate-adams,Nomadland,79
nate-adams,The Opening Act,63
nate-adams,David Byrne's American Utopia,86
nate-adams,The Devil Has a Name,32
nate-adams,The Kid Detective,71
nate-adams,2 Hearts,16
nate-adams,Love and Monsters,71
nate-adams,Clouds,79
nate-adams,Nocturne,40
nate-adams,Evil Eye,40
nate-adams,Honest Thief,24
nate-adams,Totally Under Control,86
nate-adams,The War with Grandpa,0
nate-adams,The Forty-Year-Old Version,79
nate-adams,The Wolf of Snow Hollow,79
nate-adams,Charm City Kings,79
nate-adams,Faith Based,79
nate-adams,Books of Blood,40
nate-adams,Black Box,24
nate-adams,The Lie,63
nate-adams,12 Hour Shift,24
nate-adams,Possessor: Uncut,79
nate-adams,Death of Me,16
nate-adams,2067,48
allen-adams,Operation Christmas Drop,40
allen-adams,The True Adventures of Wolfboy,80
allen-adams,His House,100
allen-adams,Wolfman's Got Nards,80
allen-adams,On The Rocks,80
allen-adams,Rebecca,70
allen-adams,Borat: Subsequent Moviefilm,80
allen-adams,The Witches,50
allen-adams,Friendsgiving,60
allen-adams,Synchronic,90
allen-adams,David Byrne's American Utopia,100
allen-adams,Shithouse,100
allen-adams,The Trial of the Chicago 7,100
allen-adams,The War with Grandpa,50
allen-adams,Hubie Halloween,50
allen-adams,Faith Based,80
allen-adams,Save Yourselves!,80
allen-adams,The Boys in the Band,80
allen-adams,Vampires vs. The Bronx,80
allen-adams,Enola Holmes,80
allen-adams,Secret Society of Second-Born Royals,50
allen-adams,The Devil All the Time,80
allen-adams,Antebellum,50
allen-adams,Alive,70
allen-adams,Blackbird,80
allen-adams,I Am Woman,70
allen-adams,Rent-A-Pal,80
allen-adams,I'm Thinking of Ending Things,90
allen-adams,Mulan,80
allen-adams,Tenet,90
allen-adams,Rising Phoenix,100
allen-adams,The Binge,40
allen-adams,Class Action Park,80
allen-adams,Bill & Ted Face the Music,100
allen-adams,Tesla,90
allen-adams,The One and Only Ivan,60
allen-adams,The Sleepover,40
allen-adams,Boys State,100
allen-adams,Project Power,80
allen-adams,Magic Camp,50
allen-adams,Waiting for the Barbarians,70
allen-adams,An American Pickle,80
allen-adams,I Used to Go Here,70
allen-adams,She Dies Tomorrow,70
allen-adams,The Weight of Gold,80
allen-adams,The Speed Cubers,100
allen-adams,Radioactive,60
allen-adams,Babysplitters,60
allen-adams,Animal Crackers,60
allen-adams,We Are Freestyle Love Supreme,90
kelsey-adams,I Am Greta,80
kelsey-adams,Atlantics,80
kelsey-adams,Knuckle City,80
kelsey-adams,Antigone,80
kelsey-adams,Our Lady of the Nile,75
jason-adams,French Exit,79
jason-adams,Sputnik,71
jason-adams,Amulet,71
jason-adams,The Vast of Night,79
jason-adams,Deerskin,79
jason-adams,Driveways,86
jason-adams,The Invisible Man,79
jason-adams,Emma.,56
jason-adams,The Lodge,79
jason-adams,Gretel & Hansel,56
jason-adams,The Assistant,79
jenn-adams,The Craft: Legacy,56
jenn-adams,Lucky,79
jenn-adams,Enola Holmes,71
jenn-adams,Antebellum,32
jenn-adams,The Mortuary Collection,79
jenn-adams,She Dies Tomorrow,63
jenn-adams,Relic,79
jenn-adams,Force of Nature,0
jenn-adams,Z,63
jenn-adams,Shirley,86
sarah-knight-adamson,2 Hearts,75
sarah-knight-adamson,The Social Dilemma,75
sarah-knight-adamson,From the Vine,88
sarah-knight-adamson,The Broken Hearts Gallery,75
sarah-knight-adamson,Stuntwomen: The Untold Hollywood Story,100
sarah-knight-adamson,Nomadland,88
sarah-knight-adamson,David Byrne's American Utopia,88
sarah-knight-adamson,One Night in Miami,88
sarah-knight-adamson,Mulan,100
sarah-knight-adamson,Fatima,100
sarah-knight-adamson,Words on Bathroom Walls,88
sarah-knight-adamson,The One and Only Ivan,75
sarah-knight-adamson,Unhinged,63
sarah-knight-adamson,The Sleepover,75
sarah-knight-adamson,Boys State,88
sarah-knight-adamson,Made in Italy,88
sarah-knight-adamson,Eurovision Song Contest: The Story of Fire Saga,75
sarah-knight-adamson,Radioactive,75
sarah-knight-adamson,The Rental,75
sarah-knight-adamson,Faith Based,88
sarah-knight-adamson,Greyhound,88
sarah-knight-adamson,My Spy,75
sarah-knight-adamson,Inmate #1: The Rise of Danny Trejo,0
sarah-knight-adamson,The Outpost,100
sarah-knight-adamson,Hamilton,100
sarah-knight-adamson,Miss Juneteenth,88
sarah-knight-adamson,The Short History of the Long Road,88
sarah-knight-adamson,Dads,100
sarah-knight-adamson,Artemis Fowl,0
sarah-knight-adamson,Shirley,100
sarah-knight-adamson,How to Build a Girl,75
sarah-knight-adamson,Inside the Rain,88
sarah-knight-adamson,Spaceship Earth,88
sarah-knight-adamson,Bad Education,88
sarah-knight-adamson,Selah and the Spades,88
sarah-knight-adamson,Abe,75
sarah-knight-adamson,Onward,75
sarah-knight-adamson,The Invisible Man,100
sarah-knight-adamson,Trolls World Tour,88
sarah-knight-adamson,The Way Back,75
sarah-knight-adamson,Never Rarely Sometimes Always,0
sarah-knight-adamson,Emma.,87
sarah-knight-adamson,Shepherd: The Story of a Jewish Dog,100
sarah-knight-adamson,Avengers: Infinity War,63
sarah-knight-adamson,Beirut,88
sarah-knight-adamson,Ready Player One,88
sarah-knight-adamson,A Quiet Place,88
sarah-knight-adamson,Blockers,88
sarah-knight-adamson,Bad Boys for Life,75
sarah-knight-adamson,The Fencer,88
malik-adan,Residue,90
malik-adan,Parasite,99
malik-adan,A Violent Man,44
malik-adan,Wrestle,100
malik-adan,Honey Boy,94
malik-adan,Native Son,62
malik-adan,Selah and the Spades,88
malik-adan,The Last Black Man in San Francisco,92
malik-adan,Sweetheart,95
malik-adan,Time For Ilhan,94
malik-adan,Venom,30
malik-adan,If Beale Street Could Talk,95
malik-adan,Shoplifters,99
malik-adan,Spider-Man: Into the Spider-Verse,97
malik-adan,Monster Party,70
malik-adan,Can You Ever Forgive Me?,100
malik-adan,Widows,100
malik-adan,Burning,100
malik-adan,Mard Ko Dard Nahi Hota,90
malik-adan,The Predator,32
malik-adan,Sorry to Bother You,80
malik-adan,G-Funk,0
malik-adan,The Misandrists,40
malik-adan,Virginia Minnesota,0
malik-adan,Devil's Whisper,60
malik-adan,"Sophie Gold, the Diary of a Gold Digger",20
malik-adan,Red Christmas,70
malik-adan,The Rift: Dark Side of the Moon,60
malik-adan,Alien: Reign of Man,30
malik-adan,Shadowman,80
malik-adan,The Price,60
malik-adan,California Typewriter,90
malik-adan,Coffin 2,70
ade-adenij,Resisterhood,60
ade-adenij,Skin Game,70
ade-adenij,Black Panther,90
ade-adenij,Palm Springs,60
ade-adenij,Uncut Gems,70
ade-adenij,The Last Black Man in San Francisco,80
ade-adenij,Us,60
ade-adenij,High Flying Bird,40
ade-adenij,Django Unchained,87
ade-adenij,12 Years a Slave,95
oluwatayo-adewole,Totally Under Control,99
oluwatayo-adewole,The Forty-Year-Old Version,98
oluwatayo-adewole,Tenet,71
oluwatayo-adewole,Centigrade,40
oluwatayo-adewole,Lingua Franca,83
oluwatayo-adewole,Project Power,60
oluwatayo-adewole,Waiting for the Barbarians,53
oluwatayo-adewole,Sometimes Always Never,83
oluwatayo-adewole,Hamilton,98
oluwatayo-adewole,Miss Juneteenth,99
oluwatayo-adewole,Da 5 Bloods,92
lauren-adhav-26268,Swallow,88
hubert-adjei-kontoh,The Inventor: Out for Blood in Silicon Valley,40
hubert-adjei-kontoh,Juanita,40
siddhant-adlakha,His House,80
siddhant-adlakha,Borat: Subsequent Moviefilm,86
siddhant-adlakha,Dilwale Dulhania Le Jayenge,0
siddhant-adlakha,The Disciple,95
siddhant-adlakha,The Human Voice,96
siddhant-adlakha,Spring Blossom,100
siddhant-adlakha,Apples,100
siddhant-adlakha,Dunkirk,93
siddhant-adlakha,Antebellum,28
siddhant-adlakha,Interstellar,72
siddhant-adlakha,The Dark Knight Rises,87
siddhant-adlakha,Inception,87
siddhant-adlakha,The Dark Knight,94
siddhant-adlakha,The Prestige,76
siddhant-adlakha,Batman Begins,84
siddhant-adlakha,Insomnia,92
siddhant-adlakha,Memento,93
siddhant-adlakha,Following,81
siddhant-adlakha,Doodlebug,0
siddhant-adlakha,Hamilton,98
siddhant-adlakha,DAU. Degeneration,0
siddhant-adlakha,Breathless,97
siddhant-adlakha,Uncut Gems,92
siddhant-adlakha,A Hidden Life,81
siddhant-adlakha,1917,89
siddhant-adlakha,Marriage Story,94
siddhant-adlakha,"Family Romance, LLC",75
siddhant-adlakha,Capernaum,90
siddhant-adlakha,The Farewell,98
siddhant-adlakha,The Fall,0
siddhant-adlakha,To Let,100
siddhant-adlakha,Sairat,100
siddhant-adlakha,Court,98
siddhant-adlakha,The Lunchbox,97
siddhant-adlakha,Ship Of Theseus,100
siddhant-adlakha,Chitrangada,0
siddhant-adlakha,Anhey gorhey da daan,0
siddhant-adlakha,Udaan,0
siddhant-adlakha,Avengers: Endgame,94
siddhant-adlakha,Captain Marvel,79
siddhant-adlakha,Ant-Man and the Wasp,87
siddhant-adlakha,Avengers: Infinity War,85
siddhant-adlakha,Black Panther,97
siddhant-adlakha,Thor: Ragnarok,93
siddhant-adlakha,Spider-Man: Homecoming,92
siddhant-adlakha,Guardians of the Galaxy Vol. 2,85
siddhant-adlakha,Doctor Strange,89
siddhant-adlakha,Captain America: Civil War,90
siddhant-adlakha,Ant-Man,83
siddhant-adlakha,Avengers: Age of Ultron,76
kaleem-aftab,The Bike Thief,0
kaleem-aftab,Amercement,0
kaleem-aftab,After Love,100
kaleem-aftab,Wildfire,92
kaleem-aftab,Soul,86
kaleem-aftab,Beginning,0
kaleem-aftab,The Garden,0
kaleem-aftab,Supernova,90
kaleem-aftab,Crock of Gold: A Few Rounds with Shane MacGowan,0
kaleem-aftab,Another Round,90
kaleem-aftab,Limbo,92
kaleem-aftab,Tove,100
kaleem-aftab,In the Dusk,0
kaleem-aftab,Rifkin's Festival,48
kaleem-aftab,Lift Like a Girl,0
kaleem-aftab,Monday,60
kaleem-aftab,Listen,0
kaleem-aftab,And Tomorrow the Entire World,86
kaleem-aftab,Final Account,71
kaleem-aftab,Zanka Contact,0
kaleem-aftab,New Order,67
kaleem-aftab,Apples,100
kaleem-aftab,Unhinged,24
kaleem-aftab,The Filmmaker's House,0
kaleem-aftab,King Rocker,0
kaleem-aftab,Dating Amber,94
kaleem-aftab,"Krabi, 2562",92
kaleem-aftab,Women Make Film: A New Road Movie Through Cinema,94
kaleem-aftab,Never Rarely Sometimes Always,99
kaleem-aftab,Minamata,60
kaleem-aftab,El Father Plays Himself,0
kaleem-aftab,Pink Wall,74
kaleem-aftab,Shine Your Eyes,100
kaleem-aftab,Calm with Horses,94
kaleem-aftab,Mogul Mowgli,95
kaleem-aftab,DAU. Natasha,85
kaleem-aftab,Gunda,100
kaleem-aftab,My Salinger Year,59
kaleem-aftab,There Was a Little Ship,0
kaleem-aftab,The Painter and the Thief,97
kaleem-aftab,Epicentro,92
kaleem-aftab,Vivos,0
kaleem-aftab,Luxor,96
kaleem-aftab,La Fortaleza,0
kaleem-aftab,Possessor: Uncut,93
kaleem-aftab,The Two Popes,80
kaleem-aftab,Binti,0
kaleem-aftab,The Two Popes,89
kaleem-aftab,Muscle,0
kaleem-aftab,1917,89
hris-aga,Synchronic,60
hris-aga,The Trial of the Chicago 7,80
hris-aga,I'm Thinking of Ending Things,70
hris-aga,An American Pickle,60
hris-aga,The Beach House,40
hris-aga,Da 5 Bloods,90
hris-aga,Capone,40
hris-aga,Beastie Boys Story,80
hris-aga,Jump Shot: The Kenny Sailors Story,80
hris-aga,The Way Back,80
hris-aga,Fantasy Island,40
hris-aga,Horse Girl,50
hris-aga,Just Mercy,70
hris-aga,Inherit the Viper,50
hris-aga,5 Galaxies,40
hris-aga,Marriage Story,90
hris-aga,Togo,70
hris-aga,The Irishman,90
hris-aga,A Beautiful Day in the Neighborhood,70
hris-aga,Midway,60
hris-aga,The King,60
hris-aga,Holiday Hell,50
hris-aga,The Laundromat,50
hris-aga,El Camino: A Breaking Bad Movie,80
hris-aga,The True Don Quixote,60
hris-aga,Running with the Devil,40
hris-aga,Ad Astra,70
hris-aga,Once Upon a Time In Hollywood,80
hris-aga,The Fanatic,40
hris-aga,47 Meters Down: Uncaged,40
hris-aga,The Operative,40
hris-aga,Murder Mystery,40
hris-aga,I Am Mother,60
hris-aga,The Perfection,60
hris-aga,See You Yesterday,60
hris-aga,The Silence,40
hris-aga,The Highwaymen,50
hris-aga,Triple Frontier,70
hris-aga,Cold Pursuit,50
hris-aga,The Mule,60
hris-aga,Asher,40
hris-aga,Prodigy,50
hris-aga,Green Book,80
hris-aga,Instant Family,70
hris-aga,The Girl in the Spider's Web,40
hris-aga,Prospect,50
hris-aga,Silencio,50
hris-aga,First Man,90
hris-aga,Night School,40
hris-aga,Peppermint,30
hancellor-agard,Grey's Anatomy: Season 10,91
hancellor-agard,Supergirl:  Season 5 - It's a Super Life,86
hancellor-agard,The Flash:  Season 6 - Love Is A Battlefield,71
hancellor-agard,Arrow:  Season 8 - Fadeout,79
hancellor-agard,DC's Legends of Tomorrow:  Season 5 - Crisis on Infinite Earths: Part Five,86
hancellor-agard,Arrow:  Season 8 - Green Arrow & The Canaries,79
hancellor-agard,Arrow:  Season 8 - Crisis on Infinite Earths: Part Four,86
hancellor-agard,Batwoman:  Season 1 - Crisis on Infinite Earths: Part Two,79
hancellor-agard,Watchmen:  Season 1 - See How They Fly,79
hancellor-agard,Watchmen:  Season 1 - A God Walks into ABar,86
hancellor-agard,Watchmen:  Season 1 - An Almost Religious Awe,79
hancellor-agard,Watchmen:  Season 1 - This Extraordinary Being,93
hancellor-agard,The Flash:  Season 6 - Crisis on Infinite Earths: Part Three,86
hancellor-agard,"The Flash:  Season 6 - The Last Temptation of Barry Allen, Pt. 2",79
hancellor-agard,"The Flash:  Season 6 - The Last Temptation of Barry Allen, Pt. 1",79
hancellor-agard,Arrow:  Season 8 - Purgatory,71
hancellor-agard,Arrow:  Season 8 - Reset,79
hancellor-agard,Watchmen:  Season 1 - Little Fear of Lightning,86
hancellor-agard,"Watchmen:  Season 1 - If You Don't Like My Story, Write Your Own",79
hancellor-agard,The Flash:  Season 6 - License to Elongate,79
hancellor-agard,The Flash:  Season 6 - Kiss Kiss Breach Breach,71
hancellor-agard,Arrow:  Season 8 - Prochnost,79
hancellor-agard,Arrow:  Season 8 - Present Tense,79
hancellor-agard,The Good Wife: Season 7,91
hancellor-agard,Watchmen:  Season 1 - She Was Killed by Space Junk,86
hancellor-agard,Watchmen:  Season 1 - Martial Feats of Comanche Horsemanship,71
hancellor-agard,Watchmen:  Season 1 - It's Summer and We're Running Out of Ice,79
hancellor-agard,Arrow:  Season 8 - Leap of Faith,71
hancellor-agard,The Flash:  Season 6 - Dead Man Running,71
hancellor-agard,Arrow:  Season 8 - Welcome to Hong Kong,71
hancellor-agard,The Flash:  Season 6 - A Flash of the Lightning,79
hancellor-agard,Arrow:  Season 8 - Starling City,79
hancellor-agard,The Flash:  Season 6 - Into the Void,79
hancellor-agard,Marvel's Jessica Jones: Season 3,71
hancellor-agard,Black Mirror:  Season 5 - Smithereens,56
hancellor-agard,Arrow:  Season 7 - Living Proof,86
hancellor-agard,"Arrow:  Season 7 - You Have Saved This City, yo!",79
hancellor-agard,The Flash:  Season 5 - The Girl With The Red Lightning,50
hancellor-agard,The Flash:  Season 5 - Gone Rogue,78
hancellor-agard,Arrow:  Season 7 - Confessions,50
hancellor-agard,The Flash:  Season 5 - Snow Pack,60
hancellor-agard,Arrow:  Season 7 - Spartan,100
hancellor-agard,The Flash:  Season 5 - Godspeed,91
hancellor-agard,DC's Legends of Tomorrow:  Season 4 - Séance and Sensibility,100
hancellor-agard,Arrow:  Season 7 - Lost Canary,75
hancellor-agard,DC's Legends of Tomorrow:  Season 4 - The Getaway,100
hancellor-agard,Under the Dome: Season 2,61
hancellor-agard,Arrow:  Season 7 - Inheritance,88
hancellor-agard,The Good Fight: Season 3,86
hancellor-agard,The Flash:  Season 5 - Time Bomb,83
jesus-agudo,Over the Moon,70
jesus-agudo,Frozen II,80
jesus-agudo,Weathering with You,80
jesus-agudo,Jojo Rabbit,70
jesus-agudo,Onward,70
jesus-agudo,Extraction,50
jesus-agudo,Artemis Fowl,50
jesus-agudo,Scoob!,60
jesus-agudo,Mulan,60
jesus-agudo,The Trial of the Chicago 7,80
arlos-aguila,Divine Love,86
arlos-aguila,The Climb,91
arlos-aguila,Fire Will Come,91
arlos-aguila,Jungleland,63
arlos-aguila,Us Kids,84
arlos-aguila,Coming Home Again,88
arlos-aguila,Tragic Jungle,86
arlos-aguila,Yellow Rose,63
arlos-aguila,Charm City Kings,86
arlos-aguila,Kingdom of Silence,75
arlos-aguila,Wolfwalkers,100
arlos-aguila,New Order,93
arlos-aguila,Chicuarotes,50
arlos-aguila,Sibyl,75
arlos-aguila,Never Gonna Snow Again,79
arlos-aguila,The Tax Collector,19
arlos-aguila,Wasp Network,39
arlos-aguila,The Wolf House,95
arlos-aguila,Sometimes Always Never,83
arlos-aguila,The Wolf Hour,50
arlos-aguila,Waldo On Weed,100
arlos-aguila,Shooting Heroin,59
arlos-aguila,The Platform,79
arlos-aguila,I Still Believe,51
arlos-aguila,El lugar más pequeño,0
arlos-aguila,Ride Your Wave,93
arlos-aguila,Goldie,95
arlos-aguila,A Shaun the Sheep Movie: Farmageddon,96
arlos-aguila,The World Is Full of Secrets,0
arlos-aguila,I Carry You with Me,95
arlos-aguila,José,86
arlos-aguila,Summertime,74
arlos-aguila,Shirley,88
arlos-aguila,Kajillionaire,89
arlos-aguila,Blast Beat,56
arlos-aguila,Mucho Mucho Amor: The Legend of Walter Mercado,100
arlos-aguila,The Good Intentions,100
arlos-aguila,Cuties,87
arlos-aguila,Feast of the Epiphany,89
arlos-aguila,Spies in Disguise,76
arlos-aguila,Midnight Family,97
arlos-aguila,Spider,90
arlos-aguila,Colewell,100
arlos-aguila,Weathering with You,91
arlos-aguila,Knives Out,97
arlos-aguila,Ximbi Xombix,0
arlos-aguila,The Report,82
arlos-aguila,White Snake,68
arlos-aguila,Gabriel,0
arlos-aguila,Such a Funny Life,0
matthew-aguila,Charlie's Angels,80
matthew-aguila,Lady and the Tramp,100
matthew-aguila,Maleficent: Mistress of Evil,80
matthew-aguila,Fighting with My Family,100
sergio-lopez-aguirre,The Witches,70
sergio-lopez-aguirre,The Hunt,70
sergio-lopez-aguirre,Beastie Boys Story,90
sergio-lopez-aguirre,Extraction,70
sergio-lopez-aguirre,Bad Education,80
sergio-lopez-aguirre,Sonic the Hedgehog,60
sergio-lopez-aguirre,Bad Boys for Life,70
sergio-lopez-aguirre,Charlie's Angels,40
sergio-lopez-aguirre,Black Christmas,70
sergio-lopez-aguirre,Cats,30
sergio-lopez-aguirre,Midsommar,80
sergio-lopez-aguirre,Como si fuera la primera vez,40
sergio-lopez-aguirre,Fast & Furious Presents: Hobbs & Shaw,70
sergio-lopez-aguirre,Crawl,60
sergio-lopez-aguirre,Child's Play,60
sergio-lopez-aguirre,Spider-Man: Far From Home,80
sergio-lopez-aguirre,Annabelle Comes Home,60
sergio-lopez-aguirre,Men in Black International,60
sergio-lopez-aguirre,Godzilla: King of the Monsters,70
sergio-lopez-aguirre,Ma,50
sergio-lopez-aguirre,Brightburn,60
sergio-lopez-aguirre,John Wick: Chapter 3 - Parabellum,80
sergio-lopez-aguirre,Pokémon Detective Pikachu,60
sergio-lopez-aguirre,Us,90
sergio-lopez-aguirre,Resident Evil,50
sergio-lopez-aguirre,Avengers: Endgame,90
sergio-lopez-aguirre,Shazam!,80
sergio-lopez-aguirre,Captive State,40
sergio-lopez-aguirre,Fighting with My Family,80
sergio-lopez-aguirre,Captain Marvel,60
sergio-lopez-aguirre,Happy Death Day 2U,71
sergio-lopez-aguirre,Alita: Battle Angel,70
sergio-lopez-aguirre,Velvet Buzzsaw,60
sergio-lopez-aguirre,Glass,80
sergio-lopez-aguirre,Overlord,70
sergio-lopez-aguirre,Bohemian Rhapsody,80
sergio-lopez-aguirre,Hearts Beat Loud,80
sergio-lopez-aguirre,Venom,50
sergio-lopez-aguirre,Summer of '84,75
